Name,Price,Color,Storage,Stars,Rating Score,Display,RAM,Battery,Back Camera,Release Date,SIM Support,Phone Dimensions,Phone Weight,Operating System,Screen Size,Screen Resolution,Screen Type,Screen Protection,Internal Memory,Card Slot,Processor,GPU,Type,Front Camera,Front Flash Light,Front Video Recording,Back Flash Light,Back Video Recording,Bluetooth,3G,4G/LTE,5G,Radio,WiFi,NFC,img_URL,brand,Popularity,RepairCost,Resale_value,Parts_availability
Nokia C21,"15,499","Dark Blue,Warm Grey",32GB - 2GB RAM,5,57 Ratings ,6.5 Inches,2 GB,3000 mAh,8 MP,2/28/2022,"Dual Sim, Dual Standby (Nano-SIM)",169.9 x 77.9 x 8.8 mm,195 g,Android 11 (Go edition),6.5 Inches,720 x 1600 pixels,HD + V-notch,no Data,32 GB,microSDXC (dedicated slot),Unisoc SC9863A (28nm),IMG8322,"(Li-ion Removable), 3000 mAh",5 MP,Yes,720p,Yes,720p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/nokia-c21-pakistan-priceoye-hqcjq-500x500.webp,Nokia,70,4868.781346,12864.17,70
me Mobile L108,"2,799","Black Gold,Blue,Red,Black Red,Black",STANDARD,5, 1 Ratings ,1.8 Inches,Standard,1200 mAh,Smart Camera,7/5/2022,Dual Sim,12 × 23 × 56 cm,0.25 kg,Proprietary OS,1.8 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,1200 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/me-mobile-l-108-pakistan-priceoye-1qm6a-500x500.webp,me,70,899.772461,2323.17,70
Nokia 110 (2019),"6,999","Pink,Charcoal,Ocean Blue,Black",STANDARD,5,24 Ratings ,1.77 inches,4MB,800 mAh,QVGA,1/1/2019,"Dual SIM (Mini-SIM, dual stand-by)",4.54 x 1.96 x 0.56 inches,75 g,Android 9.0 (Pie),1.77 inches,120 x 160 pixels,"TFT, 65K colors",No,4MB,microSDHC,no Data,no Data,Removable Li-Ion 800 mAh battery,No,No,No,No,Yes,Yes,No,No,No,FM radio,No,No,https://images.priceoye.pk/nokia-110-2019-pakistan-priceoye-i3kss-500x500.webp,Nokia,70,2232.95423,5599.2,40
Samsung Galaxy Z Flip 4,"314,999","Bora Purple,Graphite,Pink Gold,Blue","256GB - 8GB RAM,512GB - 8GB RAM",5,12 Ratings ,6.7 Inches,8GB RAM,3700 mAh,12 MP + 12 MP,10/18/2022,"Nano-SIM, eSIM","Unfolded: (165.2 x 71.9 x 6.9 mm), Folded: (84.9 x 71.9 x 15.9-17.1 mm)",187 g,"Android 12, One UI 4.1.1",6.7 Inches,1080 x 2640 pixels,"Foldable Dynamic AMOLED 2X, 120Hz, HDR10+, 1200 nits (peak)",no Data,512 GB,No,Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Adreno 730,"Li-Po 3700 mAh, non-removable",10 MP,No,4K@30fps,Yes,"4K@30/60fps, 1080p@60/240fps, 720p@960fps, HDR10+",Yes,Yes,Yes,Yes,No,Yes,Yes,https://images.priceoye.pk/samsung-galaxy-z-flip-4-pakistan-priceoye-s2ht1-500x500.webp,Samsung,90,15749.95,303974.035,90
QMobile E990i Sirocco,"3,599","Dark Grey,Black,Silver Black",STANDARD,5,5 Ratings ,2.4”Inches,Standard,1400 mAh,Digital Camera,2/7/2024,Dual SIM,no Data,no Data,proprietary,2.4”Inches,no Data,LCD Display,no Data,Standard,Memory Support Upto 32GB,no Data,no Data,1400mAh,no Data,no Data,no Data,Yes,Yes,No,no Data,no Data,no Data,FM radio,No,No,https://images.priceoye.pk/qmobile-e990i-sirocco-pakistan-priceoye-7m25p-500x500.webp,QMobile,70,1155.281076,3059.15,40
Qmobile Q150s,"2,749","Black,White,Blue,Black Gray,Blue Black",STANDARD,5,6 Ratings ,2.4 Inches,Standard,1000 mAh,Smart Camera,11/4/2023,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,LCD,no Data,Standard,Yes,no Data,no Data,1000 mAh,No,No,No,No,Yes,no Data,no Data,No,No,Yes,No,No,https://images.priceoye.pk/qmobile-q150s-pakistan-priceoye-1b6xw-500x500.webp,Qmobile,70,883.7786533,2309.16,70
VGO-TEL V5310,"4,699","Black Red,White Red,Black",STANDARD,5, 1 Ratings ,2.8 Inches,32 MB,2950 mAh,0.3 MP,6/7/2023,"Dual Sim, Dual Standby",no Data,no Data,Proprietary OS,2.8 Inches,240x320,TFT Color,no Data,32 MB,microSDXC (dedicated slot),no Data,no Data,2950 Mah,Yes,Yes,Yes,Yes,Yes,No,No,No,No,no Data,No,No,https://images.priceoye.pk/vgo-tel-v5310-pakistan-priceoye-3bxnk-500x500.webp,VGO-TEL,70,1505.399653,3947.16,70
VGO TEL i102,"2,599","Black,Blue,Dark Green,Yellow",no Data,5, 1 Ratings ,1.77 Inches,no Data,1000 mAh,No,6/7/2023,"Dual Sim, Dual Standby",no Data,no Data,Proprietary OS,1.77 Inches,no Data,no Data,No,no Data,microSDXC (dedicated slot),no Data,no Data,1000 Mah,No,No,No,No,No,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/vgo-tel-i102-pakistan-priceoye-17uxw-500x500.webp,VGO,70,835.7799225,2183.16,70
QMobile SL100,"3,880","Golden,Golden Black",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3000 mAh,Smart Camera,2/6/2023,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,LCD Display,no Data,Standard,Yes,no Data,no Data,3000 mAh battery with super battery mode,no Data,no Data,no Data,no Data,Yes,no Data,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/qmobile-sl100-pakistan-priceoye-tbxpf-500x500.webp,QMobile,70,1244.853231,3259.2,70
XMobile X1 Lite,"2,399",Black Red,STANDARD,5, 1 Ratings ,1.77 Inches,Standard,1000 mAh,no Data,3/1/2023,Dual Sim,no Data,no Data,Proprietary OS,1.77 Inches,no Data,Colorful Display,no Data,Standard,Yes,no Data,no Data,1000 mAh,no Data,no Data,no Data,no Data,no Data,no Data,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/xmobile-x1-lite-pakistan-priceoye-lr2j2-500x500.webp,XMobile,70,771.7412302,2015.16,70
Club Mobile A3000,"3,399","Yellow,Black,White,Gray",STANDARD,5,4 Ratings ,2.4 Inches,Standard,3500 mAh,Digital Camera,2/27/2023,Dual Sim (GSM + GSM),no Data,no Data,Proprietary OS,2.4 Inches,no Data,QQVGA High Resolution Display,no Data,Standard,Yes,no Data,no Data,3500 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/club-mobile-a3000-pakistan-priceoye-wwwga-500x500.webp,Club,70,1091.473153,2855.16,70
VGO TEL i14,"3,650","Gold,Red,Black,Black Red,Black Green,Gradation Blue",STANDARD,5,4 Ratings ,2.8 Inches,Standard,2950 mAh,VGA,3/9/2022,Dual SIM,no Data,no Data,Proprietary OS,2.8 Inches,no Data,QVGA,no Data,Standard,Micro SD card (support upto 32GB),no Data,no Data,2950 mAh battery,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/vgo-tel-i14-pakistan-priceoye-xz09a-500x500.webp,VGO,70,1171.544712,3029.5,70
Digit Glory 1,"12,799","Black,Blue",32GB - 2GB RAM,5,25 Ratings ,5.0 Inches,2 GB,3000 mAh,5 MP,3/18/2022,Dual Sim 4G,no Data,no Data,Android 11,5.0 Inches,no Data,Super Fine Display,no Data,32 GB,no Data,Quad-Core,no Data,3000mAh,5 MP,No,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/digit-glory1-pakistan-priceoye-hguik-500x500.webp,Digit,70,4040.55323,10623.17,70
Samsung Galaxy Z Fold 4,"324,999","Graygreen,Phantom Black,Beige","256GB - 12GB RAM,512GB - 12GB RAM",5,27 Ratings ,7.6 inches,12 GB,4400 mAh,50 MP + 10 MP + 12 MP,10/18/2022,Two Nano Sim and one eSIM,Unfolded: 155.1 x 130.1 x 6.3 mm Folded: 155.1 x 67.1 x 15.8 mm-14.2mm,263 g,"Android 12L, One UI 4.1.1",7.6 inches,1812 x 2176 pixels,"Foldable Dynamic AMOLED 2X, 120Hz, HDR10+, 1200 nits (peak)",no Data,512 GB,No,Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Adreno 730,"Li-Po 4400 mAh, non-removable",4 MP + 10 MP,No,"4K@30fps, 1080p@30fps, gyro-EIS",Yes,"4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10+",Yes,Yes,Yes,Yes,No,Yes,Yes,https://images.priceoye.pk/samsung-galaxy-z-fold-4-pakistan-priceoye-cacgp-500x500.webp,Samsung,90,16249.95,313624.035,90
me Mobile Grace 10,"29,999","Blue,Gray,Black",128GB - 6GB RAM,5, 1 Ratings ,6.52 Inches,6 GB (5GB Extended),5000 mAh,48 MP,9/13/2023,Dual Sim,168.4 x 76.2 x 8.4 mm,no Data,Android 13,6.52 Inches,720 x 1280 Pixel,HD+ water 💧 20:9 Dot Drop LCD Display,no Data,128 GB,no Data,Unisoc T606 Octa core,Mali G52,5000 mAh,16 MP,no Data,Yes,Yes,Yes,Yes,no Data,no Data,No,no Data,Yes,No,https://images.priceoye.pk/me-mobile-grace-10-pakistan-priceoye-o0760-500x500.webp,me,70,9172.788461,25199.16,70
VGO TEL S20,"4,499","Black Red,White Orange,Black Green,Blue Gold",STANDARD,5,8 Ratings ,2.8 Inches,Standard,2950 mAh,VGA Camera,1/27/2022,Dual SIM – Dual Standby,no Data,no Data,Proprietary OS,2.8 Inches,no Data,Big Screen,no Data,Standard,Yes,no Data,no Data,2950 mAh,no Data,no Data,no Data,Yes,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/vgo-tel-s20-pakistan-priceoye-i0w84-500x500.webp,VGO,70,1441.845576,3734.17,70
Apple iPhone 11,"144,900","Green,Purple,Black,Yellow,Red,White","64GB,128GB,256GB",5,138 Ratings ,6.1 inches,4 GB,3110 mAh,12 MP + 12 MP,9/10/2019,"Dual SIM (Nano-SIM, e-Sim)",150.9 x 75.7 x 8.3 mm,194 g,"iOS 13, upgradable to iOS 13.3",6.1 inches,828 x 1792 pixels,"Liquid Retina IPS LCD capacitive touchscreen, 16M colors","Scratch-resistant glass, oleophobic coating",64/128/256 GB,No,Apple A13 Bionic (7 nm+) Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),Non-removable Li-Ion 3110 mAh battery,12 MP,No,"2160p@24/30/60fps, 1080p@30/60/120fps, gyro-EIS",Yes,"2160p@24/30/60fps, 1080p@30/60/120/240fps,",Yes,Yes,Yes,no Data,No,Yes,Yes,https://images.priceoye.pk/apple-iphone-xi-pakistan-priceoye-xrcfl-500x500.webp,Apple,95,34700.76346,136568.25,60
XMobile X4 Lite,"3,999",Black Blue,STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3000 mAh,no Data,2/7/2023,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,Colorful Display,no Data,Standard,Yes,no Data,no Data,3000 mAh,no Data,no Data,no Data,no Data,no Data,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/xmobile-x4-lite-pakistan-priceoye-75is7-500x500.webp,XMobile,70,1282.758461,3359.16,70
Dcode Bold 3,"28,999","Mint Green,Purple",128GB - 12GB RAM,5,38 Ratings ,6.78 Inches,6GB RAM +(6GB Extended RAM),5000 mAh,Triple Camera: 50 MP + 2 MP + AI,11/16/2023,"Dual Sim, Dual Standby (Nano-SIM)",no Data,no Data,Android 13 OS,6.78 Inches,1080 x 1920 Pixels (~325 PPI),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",no Data,128 GB,"microSD Card, (supports up to 1TB)",Octa Core,Mali-G57 MP2,"(Li-Po Non removable), 5000 mAh",16 MP,no Data,no Data,LED Flash,Video (1080p@30fps),Yes,Yes,Yes,no Data,Yes,Yes,no Data,https://images.priceoye.pk/dcode-bold-3-pakistan-priceoye-xzyga-500x500.webp,Dcode,70,8883.748846,24359.16,70
GFive Big Fighter,"2,749","Black,Blue,Green,Coffee,Orange",STANDARD,5,2 Ratings ,1.8 Inches,Standard,1200 mAh,no Data,9/14/2022,Dual Sim,no Data,no Data,Proprietary OS,1.8 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,1200 mAh,no Data,no Data,no Data,no Data,no Data,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/gfive-big-fighter-pakistan-priceoye-6e319-500x500.webp,GFive,70,883.7786533,2281.67,70
Samsung Galaxy Z Fold 5,"517,499","Icy Blue,Phantom Black,Beige","256GB - 12GB RAM,512GB - 12GB RAM",5,3 Ratings ,7.6 inches,12 GB,4400 mAh,12 MP + 50 MP + 10 MP,7/26/2024,"Nano-SIM and eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)",Unfolded: 129.9x 154.9 x 6.1 mm Folded: 67.1 x 154.9 x 13.4 mm,253 g,"Android 13, One UI 5.1.1",7.6 inches,1812 x 2176 Pixels,"Foldable Dynamic AMOLED 2X, 120Hz, HDR10+",Corning Gorilla Glass Victus 2,512 GB,No,Snapdragon® 8 Gen 2 Mobile Platform for Galaxy,Adreno 740,"Li-Po 4400 mAh, non-removable",4 MP + 10 MP,No,"4K@30/60fps, 1080p@30/60fps, gyro-EIS",Yes,"8K@24fps, 4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10+",Yes,Yes,Yes,Yes,No,Yes,Yes,https://images.priceoye.pk/samsung-galaxy-z-fold-5-pakistan-priceoye-abwoa-500x500.webp,Samsung,90,25874.95,509736.515,60
Xiaomi 13T,"160,999","Black,Meadow Green,Alpine Blue",256GB - 12GB RAM,5,34 Ratings ,6.67 Inches,8/ 12 GB,5000 mAh,50 MP + 50 MP + 12 MP,9/26/2023,"Dual SIM (Nano-SIM, dual stand-by)",162.2 x 75.7 x 8.5 mm,197 g,"Android 13, MIUI 14",6.67 Inches,1220 x 2712 Pixels,AMOLED,Corning Gorilla Glass 5,256 GB,No,Mediatek Dimensity 8200 Ultra Octa-core,Mali-G610,5000 mAh,20 MP,No,"1080p@30fps, HDR10+",Yes,"4K@30fps (HDR10+), 1080p@30/60/120fps, gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes (market/region dependent),https://images.priceoye.pk/xiaomi-13t-pakistan-priceoye-6zv62-500x500.webp,Xiaomi,70,37060.82423,135239.16,70
GFive G3310,"2,749","Black,Grey",STANDARD,5,2 Ratings ,1.77 Inches,Standard,1200 mAh,Digital Camera,3/9/2022,Dual SIM,no Data,no Data,Proprietary OS,1.77 Inches,no Data,LCD Display,no Data,Standard,Yes,no Data,no Data,1200 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/gfive-3310-pakistan-priceoye-pxvu6-500x500.webp,GFive,70,883.7786533,2281.67,70
GRESSO R106 Pro,"2,549","Black,Blue,Light Blue",STANDARD,5, 1 Ratings ,1.8 Inches,Standard,1000 mAh,no Data,2/15/2023,Dual Sim,no Data,no Data,Proprietary OS,1.8 Inches,no Data,LCD Display,no Data,Standard,no Data,no Data,no Data,1000 mAh,no Data,no Data,no Data,no Data,no Data,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/gresso-r106-pro-pakistan-priceoye-puakj-500x500.webp,GRESSO,70,819.7745763,2141.16,70
GFive Fighter,"2,899","Blue,Grey,Black",STANDARD,5,2 Ratings ,1.8 Inches,Standard,1200 mAh,Digital Camera,9/14/2022,Dual Sim,no Data,no Data,Proprietary OS,1.8 Inches,no Data,LCD Display,no Data,Standard,Yes,no Data,no Data,1200 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/gfive-fighter-pakistan-priceoye-ihcqq-500x500.webp,GFive,70,931.7514225,2406.17,70
Jazz Digit E3 Pro 4G,"10,999","Black,Blue,Grey",8GB - 1GB RAM,5,72 Ratings ,3.2 Inches,1 GB,2500 mAh,Smart Camera,12/6/2022,Dual Sim,no Data,no Data,digiOS 8,3.2 Inches,no Data,Touch screen,no Data,8 GB,SDCard,MTK MT6739 Chipset,no Data,2500mAh,Smart Camera,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/digit-e3-pro-4g-pakistan-priceoye-dmzvn-500x500.webp,Jazz,70,3483.728076,9129.17,70
Digit Infinity Max,"18,799","Black,White,Blue",32GB - 3GB RAM,5, 1 Ratings ,6.5 Inches,3 GB,5000 mAh,13 MP,8/31/2023,Dual Sim,no Data,no Data,Android 12,6.5 Inches,no Data,HD+ & Incell Display,no Data,32 GB,no Data,MediaTek Helio A22 Powerful Quad-Core,no Data,5000 mAh,8 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/digit-infinity-max-pakistan-priceoye-w72qi-500x500.webp,Digit,70,5869.637076,15791.16,70
Samsung Galaxy A73,"171,499","Awesome White,Awesome Mint,Awesome Grey",256GB - 8GB RAM,5,123 Ratings ,6.7 Inches,8 GB,5000 mAh,108 MP + 12 MP + 5 MP + 5 MP,9/30/2021,"Hybrid Dual SIM, Dual Standby, (Nano-SIM)",163.7 x 76.1 x 7.6 mm,181 g,"Android 12, One UI 4.1",6.7 Inches,1080 x 2400 Pixels,"Super AMOLED Capacitive Touchscreen, Multitouch",Super AMOLED Plus,256 GB,microSDXC (uses shared SIM slot),Snapdragon 778G,Adreno 642L,"(Li-Po Non removable), 5000 mAh",32 MP,No,Yes,Yes,"4K@30fps, 1080p@30/120fps; gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes (market/region dependent),https://images.priceoye.pk/samsung-galaxy-a73-pakistan-priceoye-1obzl-500x500.webp,Samsung,90,21289.06135,163781.545,90
Samsung Galaxy A33 5G,"100,999","Awesome Black,Awesome White,Awesome Blue,Awesome Peach","128GB - 8GB RAM,128GB - 6GB RAM",5,135 Ratings ,6.4 Inches,8 GB,5000 mAh,48 MP + 8 MP + 2 MP + 5 MP,10/1/2021,"Dual Sim, Dual Standby (Nano-SIM)",159.7 x 74 x 8.1 mm,186g,Android 12,6.4 Inches,1080 x 2400 Pixels,FHD+ Super AMOLED,Corning Gorilla Glass 5,128 GB,"microSD Card, (supports up to 1TB)",Exynos 1280 (5 nm),Mali-G68,"(Li-ion Non removable), 5000 mAh",13 MP,No,1080p@30fps,Yes,"4K@30fps, 1080p@30/120fps",Yes,Yes,Yes,Yes,No,Yes,Yes,https://images.priceoye.pk/samsung-galaxy-a33-pakistan-priceoye-gwlkn-500x500.webp,Samsung,90,16645.47038,96454.045,90
Itel Super Guru 600,"4,599","Blue,Champagne Gold,Orange",STANDARD,5,7 Ratings ,2.8 Inches,Standard,1900 mAh,Smart Camera,11/15/2023,Dual Sim,137 mm x 57 mm x 10.8 mm,no Data,Proprietary OS,2.8 Inches,no Data,LCD,no Data,Standard,Yes,312 MHz,SC6531C,1900 mAh,No,No,No,Yes,Yes,Yes,no Data,no Data,no Data,no Data,no Data,no Data,https://images.priceoye.pk/itel-super-guru-pakistan-priceoye-6p3s9-500x500.webp,Itel,70,1473.628384,3863.16,70
Calme Music 600,"3,699","Black,Gold Black,Blue Black",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3000 mAh,Smart Camera,2/28/2023,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,LCD Display,no Data,Standard,Yes,no Data,no Data,3000 mAh with Super Battery Mode,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/calme-music-600-pakistan-priceoye-gvm4c-500x500.webp,Calme,70,1187.16773,3107.16,70
Jazz Digit Crown 4G,"6,299","Black,Blue",STANDARD,5, 1 Ratings ,2.4 inches,512 MB,1900 mAh,VGA,1/28/2022,Dual Sim 4G,no Data,no Data,Digit OS,2.4 inches,no Data,no Data,no Data,4 GB,TF-Card up to 32GB,no Data,no Data,1900 mAh,VGA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/jazz-digit-crown-4g-pakistan-priceoye-7di21-500x500.webp,Jazz,70,2012.17073,5228.17,70
Dcode Bold 2,"23,999","Mint Green,Morning Blue,Midnight Blue",64GB - 4GB RAM,5,22 Ratings ,6.5 Inches,4GB + 3GB Extended,5000 mAh,50MP Triple Rear Camera,10/4/2022,Dual SIM Dual Standby,no Data,no Data,Android S,6.5 Inches,720 x 1600 pixels,HD + IPS Waterdrop Display,no Data,64 GB,Yes,Helio G37,"Octa-Core, 2.3GHz, 12nm",5000 mAh,8 MP,No,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/dcode-bold-2-pakistan-priceoye-uipwr-500x500.webp,Dcode,70,7421.243076,19919.17,70
Tecno Camon 20 Pro,"43,999","Serenity Blue,Predawn Black",256GB - 8GB RAM,5,72 Ratings ,6.67 inches,8 GB,5000 mAh,64 MP + 2 MP + AI Cam,5/9/2023,"Dual SIM (Nano-SIM, dual stand-by)",163.4 x 76.7 x 7.8 mm,no Data,"Android 13, HIOS 13",6.67 inches,1080 x 2400 pixels,"AMOLED, 120Hz",No,256 GB,microSD Card (dedicated slot),G99 Octa-Core,Mali-G57 MC2,"Li-Po 5000 mAh, non-removable",32 MP,Yes,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,Yes,https://images.priceoye.pk/tecno-camon-20-pro-pakistan-priceoye-i672r-500x500.webp,Tecno,70,13098.18923,36959.16,70
Itel it2166,"2,649","Black,Blue,Light Green",STANDARD,5,32 Ratings ,2 Inches,4 MB,1000 mAh,0.8 MP,11/10/2023,Dual standby,no Data,no Data,Proprietary OS,2 Inches,QQVGA,QQVGA,no Data,4 MB,upto 32GB,208 MHz,no Data,1000 mAh,No,no Data,No,Yes,Yes,Yes,no Data,No,No,Yes,No,No,https://images.priceoye.pk/itel-it2166-pakistan-priceoye-zwxw4-500x500.webp,Itel,70,851.782384,2225.16,70
Infinix Smart 7 HD,"18,799","Ink Black,Green Apple,Silk Blue,Jade White",64GB - 2GB RAM,5,72 Ratings ,6.6 inches,2 GB,5000 mAh,8 MP + 0.08 MP,4/14/2023,"Dual SIM (Nano-SIM, dual stand-by)",163.88 x 75.51 x 8.65 mm,196.5 g,Android 12,6.6 inches,720 x 1612 Pixels,IPS LCD,no Data,64 GB,microSDXC (dedicated slot),Octa-core 1.6 GHz,no Data,"Li-Po 5000 mAh, non-removable",5 MP,Yes,720p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/infinix-smart-7-hd-pakistan-priceoye-b676l-500x500.webp,Infinix,85,3989.737076,17201.085,80
Samsung Galaxy S22,"194,999","Black,White,Pink Gold,Green",256GB - 8GB RAM,5,24 Ratings ,6.1 inches,8 GB,3700 mAh,50 MP + 10 MP + 12 MP,5/10/2022,"Dual Sim, Dual standby (2 Nano-SIMs + eSIM)",146 x 70.6 x 7.6 mm,167 g,"Android 12, One UI 4.1",6.1 inches,1080 x 2340 pixels,"Dynamic AMOLED 2X Capacitive Touchscreen, 1B Colors, Multitouch",Corning Gorilla Glass Victus,256 GB,No,Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),Adreno 730,"(Li-ion Non removable), 3700 mAh",10 MP,No,"4K@30/60fps, 1080p@30fps",Yes,"8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec , gyro-EIS",Yes,Yes,Yes,Yes,no Data,Yes,Yes,https://images.priceoye.pk/samsung-galaxy-s22-pakistan-priceoye-gisgu-500x500.webp,Samsung,90,21562.50192,188174.035,90
Samsung Galaxy S23 Ultra,"494,999","Phantom Black,Green,Cream,Lavender","256GB - 12GB RAM,512GB - 12GB RAM",5,10 Ratings ,6.8 inches,12 GB,5000 mAh,200 MP + 10 MP + 10 MP + 12 MP,2/20/2023,"Nano-SIM and eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)",163.4 x 78.1 x 8.9 mm,234 g (8.25 oz),"Android 13, One UI 5.1",6.8 inches,1440 x 3088 pixels,"Dynamic AMOLED 2X, 120Hz, HDR10+, 1750 nits (peak)",Corning Gorilla Glass Victus 2,512 GB,No,Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),Adreno 740,"Li-Ion 5000 mAh, non-removable",12 MP,No,"4K@30/60fps, 1080p@30fps",Yes,"8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes,https://images.priceoye.pk/samsung-galaxy-s23-ultra-pakistan-priceoye-s4z8j-500x500.webp,Samsung,90,24749.95,482624.025,90
Samsung Galaxy A04s,"32,199","Copper,Black,White,Green","64GB - 4GB RAM,128GB - 4GB RAM",5,202 Ratings ,6.5,3/4 GB,5000 mAh,50 MP + 2 MP + 2 MP,5/30/2023,"Dual Sim, Dual Standby (Nano-SIM)",164.7 x 76.7 x 9.1 mm,195 g,Android 12 OS,6.5,720 x 1600 Pixels,"PLS LCD Capacitive Touchscreen, 16M Colors, Multitouch",no Data,32/64/128 GB,microSD Card,Exynos 850 (8nm),Mali-G52,5000 mAh,5 MP,No,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,Yes,https://images.priceoye.pk/samsung-galaxy-a04s-pakistan-priceoye-wym3i-500x500.webp,Samsung,90,6584.714076,31394.025,90
QMobile SL50i,"3,999","Black,Red",STANDARD,5,3 Ratings ,2.4 Inches,Standard,3000 mAh,Smart Camera,2/18/2022,Dual-SIM,no Data,no Data,Proprietary OS,2.4 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,3000 mAh battery with super battery mode,no Data,no Data,no Data,no Data,Yes,no Data,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/sl-50i-pakistan-priceoye-wiobo-500x500.webp,QMobile,70,1282.758461,3319.17,70
Samsung Galaxy S22 Ultra,"334,999","Phantom Black,Green,Phantom White,Burgundy",256GB - 12GB RAM,5,98 Ratings ,6.8 inches,12 GB,5000 mAh,108 MP + 10 MP + 10 MP + 12 MP,2/9/2022,"Dual SIM, dual stand-by (2 Nano-SIMs + eSIM)",163.3 x 77.9 x 8.9 mm,229 g,"Android 12, One UI 4.1",6.8 inches,1440 x 3080 pixels,"Dynamic AMOLED 2X Capacitive Touchscreen, Multitouch",Corning Gorilla Glass Victus,256 GB,No,Snapdragon 8 Gen 1,Adreno 730,"(Li-ion Non removable), 5000 mAh",40 MP,No,"4K@30/60fps, 1080p@30fps",Yes,"8K@24fps, 4K@30/60fps,",Yes,Yes,Yes,Yes,no Data,Yes,Yes,https://images.priceoye.pk/samsung-galaxy-s22-ultra-pakistan-priceoye-w11tk-500x500.webp,Samsung,90,16749.95,323274.035,90
